feature,weight,std,fold
ZN_MO_TI_id,0.0,0.0,2
ZN_MO_MN_id,0.0,0.0,2
ZN_V40_TI_id,0.0,0.0,2
ZN_V40_MN_id,0.0,0.0,2
ZN_V40_MO_id,0.0,0.0,2
ZN_AG_TI_id,0.0,0.0,2
CU_H2O_V_id,0.0,0.0,2
CU_H2O_CR_id,0.0,0.0,2
ZN_AG_MO_id,0.0,0.0,2
CU_NI_TI_id,0.0,0.0,2
CU_CO_V40_id,0.0,0.0,2
CU_CO_AG_id,0.0,0.0,2
CU_CO_CR_id,0.0,0.0,2
CU_V_TI_id,0.0,0.0,2
CU_V_V40_id,0.0,0.0,2
CU_V_AG_id,0.0,0.0,2
CU_V_CR_id,0.0,0.0,2
CU_V_CO_id,0.0,0.0,2
CU_NI_MN_id,0.0,0.0,2
CU_H2O_V40_id,0.0,0.0,2
CU_NI_V40_id,0.0,0.0,2
CU_NI_AG_id,0.0,0.0,2
CR_AG_TI_id,0.0,0.0,2
CU_NI_CO_id,0.0,0.0,2
CU_NI_V_id,0.0,0.0,2
CU_H2O_TI_id,0.0,0.0,2
CU_H2O_MN_id,0.0,0.0,2
CU_H2O_MO_id,0.0,0.0,2
ZN_AG_MN_id,0.0,0.0,2
ZN_AG_V40_id,0.0,0.0,2
ZN_FE_V_id,0.0,0.0,2
ZN_H2O_CO_id,0.0,0.0,2
ZN_NI_CO_id,0.0,0.0,2
ZN_NI_V_id,0.0,0.0,2
ZN_H2O_TI_id,0.0,0.0,2
ZN_H2O_MN_id,0.0,0.0,2
ZN_H2O_MO_id,0.0,0.0,2
ZN_H2O_V40_id,0.0,0.0,2
ZN_H2O_AG_id,0.0,0.0,2
ZN_H2O_CR_id,0.0,0.0,2
ZN_H2O_V_id,0.0,0.0,2
ZN_NI_AG_id,0.0,0.0,2
ZN_H2O_NI_id,0.0,0.0,2
ZN_FE_TI_id,0.0,0.0,2
ZN_FE_MN_id,0.0,0.0,2
ZN_FE_MO_id,0.0,0.0,2
ZN_FE_V40_id,0.0,0.0,2
ZN_FE_AG_id,0.0,0.0,2
ZN_FE_CR_id,0.0,0.0,2
ZN_FE_CO_id,0.0,0.0,2
ZN_NI_CR_id,0.0,0.0,2
ZN_NI_V40_id,0.0,0.0,2
ZN_CR_TI_id,0.0,0.0,2
ZN_CO_CR_id,0.0,0.0,2
ZN_CR_MO_id,0.0,0.0,2
ZN_CR_V40_id,0.0,0.0,2
ZN_CR_AG_id,0.0,0.0,2
ZN_CO_TI_id,0.0,0.0,2
ZN_CO_MN_id,0.0,0.0,2
ZN_CO_MO_id,0.0,0.0,2
ZN_CO_V40_id,0.0,0.0,2
ZN_CO_AG_id,0.0,0.0,2
ZN_V_TI_id,0.0,0.0,2
ZN_NI_MO_id,0.0,0.0,2
ZN_V_MN_id,0.0,0.0,2
ZN_V_MO_id,0.0,0.0,2
ZN_V_V40_id,0.0,0.0,2
ZN_V_AG_id,0.0,0.0,2
ZN_V_CR_id,0.0,0.0,2
ZN_V_CO_id,0.0,0.0,2
ZN_NI_TI_id,0.0,0.0,2
ZN_NI_MN_id,0.0,0.0,2
CU_NI_CR_id,0.0,0.0,2
CO_gtm,0.0,0.0,2
CR_V40_MN_id,0.0,0.0,2
V_gtm_CR_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_MO_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_V40_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_ZN_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_FE_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_CO_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_TI_gtm_id2,0.0,0.0,2
V_gtm_CR_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_TI_gtm_CO_gtm_id2,0.0,0.0,2
V_gtm_CR_gtm_V40_gtm_id2,0.0,0.0,2
V_gtm_CR_gtm_FE_gtm_id2,0.0,0.0,2
V_gtm_CR_gtm_CO_gtm_id2,0.0,0.0,2
V_gtm_CR_gtm_TI_gtm_id2,0.0,0.0,2
V_gtm_CR_gtm_NI_gtm_id2,0.0,0.0,2
MN_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_MO_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_TI_gtm_ZN_gtm_id2,0.0,0.0,2
MN_gtm_V40_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_CO_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_V40_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_ZN_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_ZN_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_ZN_gtm_MO_gtm_id2,0.0,0.0,2
V_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,2
V_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_FE_gtm_ZN_gtm_id2,0.0,0.0,2
V_gtm_CO_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_TI_gtm_V40_gtm_id2,0.0,0.0,2
V_gtm_CO_gtm_MO_gtm_id2,0.0,0.0,2
V_gtm_CO_gtm_V40_gtm_id2,0.0,0.0,2
V_gtm_CO_gtm_ZN_gtm_id2,0.0,0.0,2
V_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,2
V_gtm_TI_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_TI_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_TI_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,2
MN_gtm_ZN_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_MO_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_CR_gtm_NI_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_CO_gtm_id2,0.0,0.0,2
MN_gtm_CR_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_CR_gtm_AG_gtm_id2,0.0,0.0,2
MN_gtm_CR_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_CR_gtm_ZN_gtm_id2,0.0,0.0,2
CR_V40_TI_id,0.0,0.0,2
MN_gtm_CR_gtm_TI_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_ZN_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_AG_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_V40_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_FE_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_CO_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_TI_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_NI_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_FE_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_V40_gtm_id2,0.0,0.0,2
MN_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,2
MN_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,2
MN_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,2
MN_gtm_FE_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_FE_gtm_V40_gtm_id2,0.0,0.0,2
MN_gtm_CO_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_CO_gtm_AG_gtm_id2,0.0,0.0,2
MN_gtm_CO_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_CO_gtm_V40_gtm_id2,0.0,0.0,2
MN_gtm_TI_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_TI_gtm_AG_gtm_id2,0.0,0.0,2
MN_gtm_TI_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_TI_gtm_V40_gtm_id2,0.0,0.0,2
MN_gtm_TI_gtm_FE_gtm_id2,0.0,0.0,2
MN_gtm_TI_gtm_CO_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_MO_gtm_CU_gtm_id2,0.0,0.0,2
CR_gtm_NI_gtm_TI_gtm_id2,0.0,0.0,2
TI_gtm_FE_gtm_CU_gtm_id2,0.0,0.0,2
TI_gtm_MO_gtm_CU_gtm_id2,0.0,0.0,2
TI_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,2
TI_gtm_V40_gtm_CU_gtm_id2,0.0,0.0,2
TI_gtm_V40_gtm_AG_gtm_id2,0.0,0.0,2
TI_gtm_ZN_gtm_AG_gtm_id2,0.0,0.0,2
TI_gtm_ZN_gtm_MO_gtm_id2,0.0,0.0,2
TI_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,2
TI_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,2
CO_gtm_FE_gtm_ZN_gtm_id2,0.0,0.0,2
TI_gtm_FE_gtm_ZN_gtm_id2,0.0,0.0,2
TI_gtm_CO_gtm_V40_gtm_id2,0.0,0.0,2
TI_gtm_CO_gtm_ZN_gtm_id2,0.0,0.0,2
TI_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,2
NI_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,2
NI_gtm_V40_gtm_CU_gtm_id2,0.0,0.0,2
NI_gtm_V40_gtm_AG_gtm_id2,0.0,0.0,2
TI_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,2
CO_gtm_FE_gtm_V40_gtm_id2,0.0,0.0,2
CR_gtm_NI_gtm_CO_gtm_id2,0.0,0.0,2
FE_gtm_ZN_gtm_CU_gtm_id2,0.0,0.0,2
ZN_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,2
ZN_gtm_MO_gtm_CU_gtm_id2,0.0,0.0,2
ZN_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,2
FE_gtm_MO_gtm_CU_gtm_id2,0.0,0.0,2
FE_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,2
FE_gtm_V40_gtm_CU_gtm_id2,0.0,0.0,2
FE_gtm_V40_gtm_AG_gtm_id2,0.0,0.0,2
FE_gtm_ZN_gtm_AG_gtm_id2,0.0,0.0,2
CO_gtm_FE_gtm_MO_gtm_id2,0.0,0.0,2
FE_gtm_ZN_gtm_MO_gtm_id2,0.0,0.0,2
CO_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,2
CO_gtm_V40_gtm_CU_gtm_id2,0.0,0.0,2
CO_gtm_V40_gtm_AG_gtm_id2,0.0,0.0,2
CO_gtm_ZN_gtm_CU_gtm_id2,0.0,0.0,2
CO_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,2
CO_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,2
NI_gtm_V40_gtm_MO_gtm_id2,0.0,0.0,2
NI_gtm_ZN_gtm_CU_gtm_id2,0.0,0.0,2
NI_gtm_ZN_gtm_AG_gtm_id2,0.0,0.0,2
CR_gtm_CO_gtm_ZN_gtm_id2,0.0,0.0,2
CR_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,2
CR_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,2
CR_gtm_FE_gtm_V40_gtm_id2,0.0,0.0,2
CR_gtm_FE_gtm_ZN_gtm_id2,0.0,0.0,2
CR_gtm_CO_gtm_CU_gtm_id2,0.0,0.0,2
CR_gtm_CO_gtm_AG_gtm_id2,0.0,0.0,2
CR_gtm_CO_gtm_MO_gtm_id2,0.0,0.0,2
CR_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,2
NI_gtm_ZN_gtm_MO_gtm_id2,0.0,0.0,2
CR_gtm_TI_gtm_AG_gtm_id2,0.0,0.0,2
CR_gtm_TI_gtm_V40_gtm_id2,0.0,0.0,2
CR_gtm_TI_gtm_ZN_gtm_id2,0.0,0.0,2
CR_gtm_TI_gtm_FE_gtm_id2,0.0,0.0,2
CR_gtm_NI_gtm_MO_gtm_id2,0.0,0.0,2
CR_gtm_NI_gtm_ZN_gtm_id2,0.0,0.0,2
CR_gtm_NI_gtm_FE_gtm_id2,0.0,0.0,2
CR_gtm_ZN_gtm_MO_gtm_id2,0.0,0.0,2
CR_gtm_ZN_gtm_AG_gtm_id2,0.0,0.0,2
CR_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,2
CR_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,2
NI_gtm_FE_gtm_CU_gtm_id2,0.0,0.0,2
NI_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,2
NI_gtm_FE_gtm_V40_gtm_id2,0.0,0.0,2
NI_gtm_FE_gtm_ZN_gtm_id2,0.0,0.0,2
NI_gtm_CO_gtm_CU_gtm_id2,0.0,0.0,2
NI_gtm_CO_gtm_AG_gtm_id2,0.0,0.0,2
NI_gtm_CO_gtm_ZN_gtm_id2,0.0,0.0,2
NI_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_CU_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_AG_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_MO_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_V40_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_ZN_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_FE_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_CO_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_CR_gtm_id2,0.0,0.0,2
MN_gtm_CR_gtm_FE_gtm_id2,0.0,0.0,2
NI_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_CO_gtm_id2,0.0,0.0,2
CR_gtm_NI_gtm_id2,0.0,0.0,2
V_gtm_CU_gtm_id2,0.0,0.0,2
V_gtm_AG_gtm_id2,0.0,0.0,2
V_gtm_MO_gtm_id2,0.0,0.0,2
V_gtm_V40_gtm_id2,0.0,0.0,2
V_gtm_ZN_gtm_id2,0.0,0.0,2
V_gtm_FE_gtm_id2,0.0,0.0,2
V_gtm_TI_gtm_id2,0.0,0.0,2
CR_gtm_CO_gtm_id2,0.0,0.0,2
V_gtm_NI_gtm_id2,0.0,0.0,2
V_gtm_CR_gtm_id2,0.0,0.0,2
MN_gtm_CU_gtm_id2,0.0,0.0,2
MN_gtm_AG_gtm_id2,0.0,0.0,2
MN_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_V40_gtm_id2,0.0,0.0,2
MN_gtm_FE_gtm_id2,0.0,0.0,2
CR_gtm_TI_gtm_id2,0.0,0.0,2
CR_gtm_FE_gtm_id2,0.0,0.0,2
MN_gtm_TI_gtm_id2,0.0,0.0,2
NI_gtm_CU_gtm_id2,0.0,0.0,2
CO_gtm_FE_gtm_id2,0.0,0.0,2
TI_gtm_CU_gtm_id2,0.0,0.0,2
TI_gtm_AG_gtm_id2,0.0,0.0,2
TI_gtm_MO_gtm_id2,0.0,0.0,2
TI_gtm_V40_gtm_id2,0.0,0.0,2
TI_gtm_FE_gtm_id2,0.0,0.0,2
TI_gtm_CO_gtm_id2,0.0,0.0,2
NI_gtm_MO_gtm_id2,0.0,0.0,2
CR_gtm_ZN_gtm_id2,0.0,0.0,2
NI_gtm_V40_gtm_id2,0.0,0.0,2
NI_gtm_ZN_gtm_id2,0.0,0.0,2
NI_gtm_FE_gtm_id2,0.0,0.0,2
NI_gtm_CO_gtm_id2,0.0,0.0,2
NI_gtm_TI_gtm_id2,0.0,0.0,2
CR_gtm_AG_gtm_id2,0.0,0.0,2
CR_gtm_MO_gtm_id2,0.0,0.0,2
MN_gtm_CO_gtm_id2,0.0,0.0,2
MN_gtm_NI_gtm_id2,0.0,0.0,2
CO_gtm_MO_gtm_id2,0.0,0.0,2
V40_MO_TI_id,0.0,0.0,2
V_gtm,0.0,0.0,2
NI_gtm,0.0,0.0,2
H2O_gtm,0.0,0.0,2
FE_gtm,0.0,0.0,2
CU_gtm,0.0,0.0,2
ZN_gtm,0.0,0.0,2
V40_MN_TI_id,0.0,0.0,2
V40_MO_MN_id,0.0,0.0,2
CR_gtm,0.0,0.0,2
AG_MN_TI_id,0.0,0.0,2
AG_MO_TI_id,0.0,0.0,2
AG_MO_MN_id,0.0,0.0,2
AG_V40_TI_id,0.0,0.0,2
AG_V40_MN_id,0.0,0.0,2
AG_V40_MO_id,0.0,0.0,2
CR_MN_TI_id,0.0,0.0,2
V40_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,2
AG_gtm,0.0,0.0,2
MN_gtm_CR_gtm_id2,0.0,0.0,2
H2O_gtm_CO_gtm_id2,0.0,0.0,2
MN_gtm_V_gtm_id2,0.0,0.0,2
H2O_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_MO_gtm_id2,0.0,0.0,2
H2O_gtm_V40_gtm_id2,0.0,0.0,2
H2O_gtm_ZN_gtm_id2,0.0,0.0,2
H2O_gtm_FE_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_id2,0.0,0.0,2
V40_gtm,0.0,0.0,2
H2O_gtm_NI_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_id2,0.0,0.0,2
TI_gtm,0.0,0.0,2
MN_gtm,0.0,0.0,2
MO_gtm,0.0,0.0,2
CO_gtm_V40_gtm_id2,0.0,0.0,2
ZN_CU_id,0.0,0.0,2
H2O_gtm_ZN_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_CO_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_NI_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_MO_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_MO_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_ZN_gtm_id2,0.0,0.0,2
H2O_gtm_V40_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_TI_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_NI_gtm_id2,0.0,0.0,2
H2O_gtm_V_gtm_CR_gtm_id2,0.0,0.0,2
H2O_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,2
H2O_gtm_V40_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_TI_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_ZN_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_CO_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_FE_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_FE_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_ZN_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_MO_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_CR_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_TI_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_CO_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_FE_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_CO_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_ZN_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_V40_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_CO_gtm_ZN_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_CO_gtm_V40_gtm_id2,0.0,0.0,2
V40_gtm_MO_gtm_id2,0.0,0.0,2
CO_gtm_AG_gtm_id2,0.0,0.0,2
CO_gtm_CU_gtm_id2,0.0,0.0,2
FE_gtm_ZN_gtm_id2,0.0,0.0,2
FE_gtm_MO_gtm_id2,0.0,0.0,2
FE_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_ZN_gtm_MO_gtm_id2,0.0,0.0,2
FE_gtm_CU_gtm_id2,0.0,0.0,2
ZN_gtm_MO_gtm_id2,0.0,0.0,2
ZN_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,2
ZN_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,2
H2O_gtm_FE_gtm_MO_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_MO_gtm_id2,0.0,0.0,2
H2O_gtm_NI_gtm_MO_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_ZN_gtm_id2,0.0,0.0,2
V40_gtm_CU_gtm_id2,0.0,0.0,2
MO_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_FE_gtm_ZN_gtm_id2,0.0,0.0,2
AG_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_V_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_NI_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_TI_gtm_id2,0.0,0.0,2
H2O_gtm_ZN_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_CO_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_V40_gtm_id2,0.0,0.0,2
H2O_gtm_CO_gtm_CU_gtm_id2,0.0,0.0,2
H2O_gtm_MN_gtm_FE_gtm_id2,0.0,0.0,2
H2O_gtm_TI_gtm_V40_gtm_id2,-1.884882167932367e-05,9.690275863734336e-05,2
H2O_V_AG_id,-2.315712377747303e-05,0.000256360407634239,2
MN_gtm_V40_gtm_MO_gtm_id2,-2.32782947739818e-05,0.00021673049748832177,2
V_MO_id,-2.838094007147259e-05,0.0001376711619783602,2
TI_gtm_ZN_gtm_id2,-3.741491103352127e-05,0.0004523280219055549,2
V_gtm_V40_gtm_AG_gtm_id2,-5.966998405925369e-05,0.00027502063453387163,2
V_CO_MN_id,-7.010415320316174e-05,0.0012854762857818357,2
H2O_gtm_MO_gtm_AG_gtm_id2,-7.139664383262005e-05,0.0001079988533057965,2
FE_gtm_ZN_gtm_V40_gtm_id2,-7.925929516173584e-05,0.00046680990397322353,2
NI_CR_MO_id,-9.666752832703425e-05,0.0004817535523966238,2
CR_gtm_TI_gtm_CU_gtm_id2,-0.0001108849252509092,0.00011796834094539042,2
H2O_gtm_FE_gtm_V40_gtm_id2,-0.0001356172719830869,0.00018596339934053027,2
H2O_gtm_AG_gtm_CU_gtm_id2,-0.00013686937228032565,4.874883119537012e-05,2
H2O_gtm_V_gtm_AG_gtm_id2,-0.0001408814786092209,0.0004079191118190796,2
H2O_CO_AG_id,-0.00016284035586569917,3.751224542113716e-05,2
CO_AG_TI_id,-0.00016292113653004018,7.197680971720494e-05,2
TI_gtm_CO_gtm_AG_gtm_id2,-0.00017120115462492813,5.74847502765105e-05,2
CR_gtm_ZN_gtm_CU_gtm_id2,-0.0001727090603592533,0.00034827653248906425,2
MN_gtm_FE_gtm_CU_gtm_id2,-0.00018090829778981502,0.0005464533695994745,2
TI_gtm_CO_gtm_MO_gtm_id2,-0.00018992880530776154,1.3627845450363403e-05,2
CU_MO_MN_id,-0.0002017900995217222,0.0014434914167362311,2
MN_gtm_TI_gtm_ZN_gtm_id2,-0.00021167226745934334,0.0004293133725490365,2
TI_gtm_V40_gtm_MO_gtm_id2,-0.0002156574469001508,0.0003601358381723079,2
NI_CO_TI_id,-0.00025229147817837914,0.0008267557790852216,2
TI_gtm_ZN_gtm_CU_gtm_id2,-0.00025305889448962914,0.0004946116777788872,2
CU_H2O_AG_id,-0.0002787471457498284,0.0003574006538904163,2
NI_gtm_ZN_gtm_V40_gtm_id2,-0.00028319008228853135,0.00033921320943831857,2
CR_gtm_NI_gtm_CU_gtm_id2,-0.00028441525569767125,0.0012472427955370247,2
CR_gtm_TI_gtm_CO_gtm_id2,-0.00033666688208171903,7.590293343758013e-05,2
NI_gtm_MO_gtm_CU_gtm_id2,-0.00037441837921671034,0.00027930902289438267,2
CR_gtm_MO_gtm_CU_gtm_id2,-0.0003853776226788397,0.0014925509778172233,2
CR_gtm_FE_gtm_MO_gtm_id2,-0.0004690798543793469,0.0008234035036401268,2
ZN_gtm_V40_gtm_AG_gtm_id2,-0.0004940949334366785,0.000751805710502109,2
V_gtm_CR_gtm_MO_gtm_id2,-0.0005182079617422156,0.0008659568594972893,2
V_gtm_AG_gtm_CU_gtm_id2,-0.000623801753478892,0.0004847466115060648,2
V40_gtm_MO_gtm_CU_gtm_id2,-0.0006449797509801051,0.0009363046136627123,2
TI_gtm_FE_gtm_MO_gtm_id2,-0.000716066735599441,0.000617527952192743,2
V_gtm_FE_gtm_MO_gtm_id2,-0.0007659218689414197,0.0005094861715812813,2
V_CR_MO_id,-0.0009034509499805555,0.0012561587003836435,2
V_gtm_TI_gtm_FE_gtm_id2,-0.0009735012494075583,0.0007124503359949197,2
CU_V_MN_id,-0.0011821577053982458,0.0034583501307677766,2
NI_gtm_FE_gtm_MO_gtm_id2,-0.0015189726853646372,0.0010835698521856252,2
CR_MO_id,-0.0034667695273792043,0.003221211120043629,2
CU_NI_MO_id,0.023842557570333957,0.008774411074783429,3
MN_gtm_ZN_gtm_id2,0.02083207253202169,0.005691950374704021,3
H2O_CO_MN_id,0.011455265159928655,0.0080491113488218,3
CU_V_MN_id,0.007538706600268045,0.012192429738900138,3
CR_gtm_MO_gtm_id2,0.004351105803227075,0.003222442353826342,3
H2O_gtm_MO_gtm_CU_gtm_id2,0.001949601211227725,0.003044830913103063,3
MN_gtm_CR_gtm_V40_gtm_id2,0.0018993971760196996,0.002479146974550964,3
CO_gtm_ZN_gtm_CU_gtm_id2,0.0015361790960215893,0.0015986301792238783,3
TI_gtm_V40_gtm_MO_gtm_id2,0.0013624567706103689,0.0019171381785235535,3
NI_CR_MO_id,0.00023500531682596842,0.007959745347286058,3
H2O_CR_V40_id,0.0,0.0,3
H2O_NI_V40_id,0.0,0.0,3
H2O_NI_CR_id,0.0,0.0,3
H2O_NI_CO_id,0.0,0.0,3
H2O_NI_V_id,0.0,0.0,3
H2O_AG_MN_id,0.0,0.0,3
FE_MN_TI_id,0.0,0.0,3
FE_MO_TI_id,0.0,0.0,3
FE_MO_MN_id,0.0,0.0,3
FE_V40_TI_id,0.0,0.0,3
FE_V40_MN_id,0.0,0.0,3
FE_V40_MO_id,0.0,0.0,3
FE_AG_TI_id,0.0,0.0,3
FE_AG_MN_id,0.0,0.0,3
FE_AG_MO_id,0.0,0.0,3
FE_AG_V40_id,0.0,0.0,3
FE_CR_TI_id,0.0,0.0,3
FE_CR_MN_id,0.0,0.0,3
FE_CR_MO_id,0.0,0.0,3
H2O_NI_AG_id,0.0,0.0,3
H2O_NI_MO_id,0.0,0.0,3
H2O_CR_MO_id,0.0,0.0,3
H2O_V_TI_id,0.0,0.0,3
H2O_CR_AG_id,0.0,0.0,3
H2O_CO_TI_id,0.0,0.0,3
H2O_CR_MN_id,0.0,0.0,3
H2O_CO_MO_id,0.0,0.0,3
H2O_CO_V40_id,0.0,0.0,3
