feature,weight,std,fold
NI_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,1
NI_gtm_FE_gtm_CU_gtm_id2,0.0,0.0,1
NI_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,1
MN_gtm_TI_gtm_CU_gtm_id2,0.0,0.0,1
MN_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,1
MN_gtm_TI_gtm_MO_gtm_id2,0.0,0.0,1
CR_gtm_FE_gtm_id2,0.0,0.0,1
TI_gtm_CU_gtm_id2,0.0,0.0,1
TI_gtm_AG_gtm_id2,0.0,0.0,1
TI_gtm_MO_gtm_id2,0.0,0.0,1
TI_gtm_V40_gtm_id2,0.0,0.0,1
TI_gtm_ZN_gtm_id2,0.0,0.0,1
TI_gtm_FE_gtm_id2,0.0,0.0,1
TI_gtm_CO_gtm_id2,0.0,0.0,1
NI_gtm_CU_gtm_id2,0.0,0.0,1
NI_gtm_AG_gtm_id2,0.0,0.0,1
NI_gtm_MO_gtm_id2,0.0,0.0,1
NI_gtm_V40_gtm_id2,0.0,0.0,1
NI_gtm_ZN_gtm_id2,0.0,0.0,1
NI_gtm_FE_gtm_id2,0.0,0.0,1
NI_gtm_CO_gtm_id2,0.0,0.0,1
NI_gtm_TI_gtm_id2,0.0,0.0,1
CR_gtm_CU_gtm_id2,0.0,0.0,1
CR_gtm_AG_gtm_id2,0.0,0.0,1
CR_gtm_MO_gtm_id2,0.0,0.0,1
CR_gtm_V40_gtm_id2,0.0,0.0,1
CO_gtm_FE_gtm_id2,0.0,0.0,1
CO_gtm_ZN_gtm_id2,0.0,0.0,1
CO_gtm_V40_gtm_id2,0.0,0.0,1
ZN_gtm_AG_gtm_id2,0.0,0.0,1
MN_gtm_TI_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_V_gtm_id2,0.0,0.0,1
AG_gtm_CU_gtm_id2,0.0,0.0,1
MO_gtm_CU_gtm_id2,0.0,0.0,1
MO_gtm_AG_gtm_id2,0.0,0.0,1
V40_gtm_AG_gtm_id2,0.0,0.0,1
V40_gtm_MO_gtm_id2,0.0,0.0,1
ZN_gtm_CU_gtm_id2,0.0,0.0,1
ZN_gtm_MO_gtm_id2,0.0,0.0,1
CO_gtm_MO_gtm_id2,0.0,0.0,1
ZN_gtm_V40_gtm_id2,0.0,0.0,1
FE_gtm_CU_gtm_id2,0.0,0.0,1
FE_gtm_AG_gtm_id2,0.0,0.0,1
FE_gtm_MO_gtm_id2,0.0,0.0,1
FE_gtm_V40_gtm_id2,0.0,0.0,1
FE_gtm_ZN_gtm_id2,0.0,0.0,1
CO_gtm_CU_gtm_id2,0.0,0.0,1
CO_gtm_AG_gtm_id2,0.0,0.0,1
CR_gtm_ZN_gtm_id2,0.0,0.0,1
CR_gtm_CO_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_CO_gtm_id2,0.0,0.0,1
CR_gtm_TI_gtm_id2,0.0,0.0,1
H2O_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_ZN_gtm_id2,0.0,0.0,1
H2O_gtm_FE_gtm_id2,0.0,0.0,1
H2O_gtm_CO_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_id2,0.0,0.0,1
TI_gtm,0.0,0.0,1
MN_gtm,0.0,0.0,1
MO_gtm,0.0,0.0,1
V40_gtm,0.0,0.0,1
AG_gtm,0.0,0.0,1
CR_gtm,0.0,0.0,1
V40_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,1
V_gtm,0.0,0.0,1
H2O_gtm_CU_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_id2,0.0,0.0,1
MN_gtm_CR_gtm_id2,0.0,0.0,1
V_gtm_TI_gtm_id2,0.0,0.0,1
CR_gtm_NI_gtm_id2,0.0,0.0,1
V_gtm_CU_gtm_id2,0.0,0.0,1
V_gtm_AG_gtm_id2,0.0,0.0,1
V_gtm_MO_gtm_id2,0.0,0.0,1
V_gtm_V40_gtm_id2,0.0,0.0,1
V_gtm_ZN_gtm_id2,0.0,0.0,1
V_gtm_FE_gtm_id2,0.0,0.0,1
V_gtm_CO_gtm_id2,0.0,0.0,1
V_gtm_NI_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_id2,0.0,0.0,1
V_gtm_CR_gtm_id2,0.0,0.0,1
MN_gtm_CU_gtm_id2,0.0,0.0,1
MN_gtm_AG_gtm_id2,0.0,0.0,1
MN_gtm_MO_gtm_id2,0.0,0.0,1
MN_gtm_V40_gtm_id2,0.0,0.0,1
MN_gtm_FE_gtm_id2,0.0,0.0,1
MN_gtm_CO_gtm_id2,0.0,0.0,1
MN_gtm_TI_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_TI_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_NI_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_FE_gtm_id2,0.0,0.0,1
H2O_gtm_CO_gtm_V40_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_CO_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_TI_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_NI_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_CR_gtm_id2,0.0,0.0,1
H2O_gtm_MO_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_V40_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_V40_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_V40_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_ZN_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_ZN_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_ZN_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_ZN_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_FE_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_FE_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_FE_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_FE_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_FE_gtm_ZN_gtm_id2,0.0,0.0,1
H2O_gtm_CO_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_ZN_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_FE_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_ZN_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_V40_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_CO_gtm_id2,0.0,0.0,1
MN_gtm_TI_gtm_FE_gtm_id2,0.0,0.0,1
MN_gtm_TI_gtm_CO_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_CU_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_AG_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_MO_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_V40_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_ZN_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_FE_gtm_id2,0.0,0.0,1
MN_gtm_NI_gtm_TI_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_MO_gtm_id2,0.0,0.0,1
MN_gtm_CR_gtm_CU_gtm_id2,0.0,0.0,1
MN_gtm_CR_gtm_MO_gtm_id2,0.0,0.0,1
MN_gtm_CR_gtm_ZN_gtm_id2,0.0,0.0,1
MN_gtm_CR_gtm_CO_gtm_id2,0.0,0.0,1
MN_gtm_CR_gtm_TI_gtm_id2,0.0,0.0,1
MN_gtm_CR_gtm_NI_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_CU_gtm_id2,0.0,0.0,1
MN_gtm_V_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_CO_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_CO_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_CO_gtm_ZN_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_CO_gtm_FE_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_FE_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_CO_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_TI_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_NI_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_ZN_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_FE_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_CO_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_TI_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_NI_gtm_id2,0.0,0.0,1
H2O_gtm_V_gtm_CR_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_MN_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_ZN_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_V40_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_ZN_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_FE_gtm_id2,0.0,0.0,1
H2O_gtm_TI_gtm_CO_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_AG_gtm_id2,0.0,0.0,1
H2O_gtm_CR_gtm_CU_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_MO_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_ZN_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_FE_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_CO_gtm_id2,0.0,0.0,1
H2O_gtm_NI_gtm_TI_gtm_id2,0.0,0.0,1
ZN_CU_id,0.0,0.0,1
H2O_gtm_AG_gtm_CU_gtm_id2,-0.00026528370169305685,0.000955591091653976,1
V40_gtm_CU_gtm_id2,-0.0002963977209081,0.000990259247840871,1
CU_MN_id,-0.0003362899056480869,0.0006841449906833504,1
H2O_gtm_MO_gtm_CU_gtm_id2,-0.0008913069234413244,0.001468958736700039,1
CO_gtm_MO_gtm_CU_gtm_id2,-0.001288290034897155,0.0009356438339355081,1
CR_gtm_V40_gtm_CU_gtm_id2,-0.0021587824738269036,0.006148927577979193,1
TI_gtm_ZN_gtm_AG_gtm_id2,-0.002726495519365742,0.002162294046684191,1
CU_NI_V_id,-0.003317958080220477,0.001965075002158781,1
NI_AG_TI_id,-0.005270736396536008,0.0026054566984480966,1
CU_NI_MO_id,0.007380713885657717,0.005763633756458872,2
NI_gtm_CO_gtm_V40_gtm_id2,0.0040707261643186995,0.0017400727215004161,2
H2O_gtm_MN_gtm_CR_gtm_id2,0.0035859748610573153,0.0028160140972601946,2
NI_gtm_AG_gtm_CU_gtm_id2,0.003530209275774467,0.0033104959009462734,2
ZN_gtm_V40_gtm_MO_gtm_id2,0.0034444336736892604,0.003854240463382066,2
CU_CR_MO_id,0.0023687179570032026,0.0020734617842463046,2
NI_AG_MN_id,0.002112777885485388,0.0038499051475029615,2
FE_H2O_MN_id,0.0019357335961398196,0.0018485078746420807,2
H2O_gtm_CR_gtm_V40_gtm_id2,0.0018737748265908942,0.0013093798516987593,2
MN_gtm_V_gtm_ZN_gtm_id2,0.001810402395416009,0.0008156805793764029,2
NI_gtm_CO_gtm_MO_gtm_id2,0.001572193679720868,0.001128847268930783,2
CR_MO_MN_id,0.0013698111886606245,0.0014510238166253445,2
MN_gtm_ZN_gtm_id2,0.0011544768644177934,0.001131232887845837,2
CO_gtm_V40_gtm_MO_gtm_id2,0.0010893945758477205,0.0009684609788134261,2
V_MN_TI_id,0.0010696706303046663,0.0012538342580737788,2
MN_gtm_ZN_gtm_AG_gtm_id2,0.0010250258498126386,0.0006838686830110088,2
CO_gtm_FE_gtm_CU_gtm_id2,0.0009637806427987302,0.0014663021676716004,2
CR_V40_MO_id,0.0009315222308388956,0.0007985087538233674,2
CR_gtm_TI_gtm_MO_gtm_id2,0.000926621537202249,0.0009483887985212834,2
MN_gtm_ZN_gtm_MO_gtm_id2,0.0009127676532678948,0.0006183498208057547,2
H2O_V_MN_id,0.0008703174141571531,0.001319582149475828,2
MO_gtm_AG_gtm_id2,0.0007882307957434479,0.00038574128674506383,2
CR_MO_TI_id,0.0007303918400758743,0.0008996305456001633,2
CR_gtm_NI_gtm_V40_gtm_id2,0.000698039184007639,0.0014171037622646937,2
TI_gtm_CO_gtm_CU_gtm_id2,0.0006978641592348845,0.00014731373186902292,2
CU_CR_MN_id,0.0006971909870320722,0.004854437817897638,2
V_CO_MO_id,0.0006781671405799531,0.0006208359140817994,2
V_CR_MN_id,0.0006177432036534998,0.000595722395199378,2
CU_V_MO_id,0.0005831825427599654,0.0005309422645022931,2
CR_gtm_FE_gtm_CU_gtm_id2,0.0005463196329327087,0.0021669154318100393,2
V_gtm_FE_gtm_CU_gtm_id2,0.000499803433716813,0.00028155849543471143,2
V_MO_TI_id,0.0004978377708845406,0.00021946621813531846,2
MN_gtm_CR_gtm_V40_gtm_id2,0.00046547165137224565,0.0017122849104243693,2
V_gtm_V40_gtm_MO_gtm_id2,0.0004514292792210957,0.00035464582881798663,2
MN_gtm_CO_gtm_ZN_gtm_id2,0.0004389082762483713,0.00036120492917411965,2
CO_gtm_MO_gtm_AG_gtm_id2,0.0004202614062298604,0.0007977747609649294,2
CR_gtm_CO_gtm_V40_gtm_id2,0.0004187265736073883,0.00042437935313854234,2
MO_MN_TI_id,0.00039482896040675674,0.0004975915899063036,2
H2O_CR_MO_id,0.00037366442634960694,0.000952696190934503,2
CR_gtm_V40_gtm_MO_gtm_id2,0.00036368801430361475,0.0007026430021111848,2
ZN_CR_MN_id,0.00035850458834178663,0.0001883857398206307,2
V_MO_MN_id,0.0003504265219077374,0.0008765933037195624,2
V40_gtm_MO_gtm_AG_gtm_id2,0.00030416612812895203,0.00021588847110928558,2
H2O_gtm_FE_gtm_CU_gtm_id2,0.00027604099349451405,0.0007210792251059632,2
MN_gtm_CR_gtm_CO_gtm_id2,0.0002693361983542789,0.0003772789211653966,2
H2O_gtm_V40_gtm_MO_gtm_id2,0.00026307569686791855,0.0003353319662187575,2
CR_AG_MN_id,0.00026058495971741736,0.00019094450207383758,2
FE_gtm_AG_gtm_CU_gtm_id2,0.0002445230709577806,0.0005646385705246382,2
CR_gtm_V40_gtm_id2,0.0002300902589290092,0.00042904610570238314,2
CR_gtm_NI_gtm_AG_gtm_id2,0.00019338891043044204,0.00041655091404124906,2
H2O_gtm_V_gtm_V40_gtm_id2,0.00019084431950373384,7.854060808909823e-05,2
FE_gtm_V40_gtm_id2,0.00018148722588431365,0.0002671201995530241,2
MN_gtm_V40_gtm_CU_gtm_id2,0.00017849834130372148,0.0005199710654704901,2
MN_gtm_FE_gtm_ZN_gtm_id2,0.00017227823014954365,0.0002598046852128659,2
V_gtm_FE_gtm_V40_gtm_id2,0.0001697874929990591,0.0003507978979151759,2
H2O_gtm_CO_gtm_MO_gtm_id2,0.0001643886519323142,0.00015716220279498596,2
CO_gtm_ZN_gtm_MO_gtm_id2,0.00015522004652970267,6.201020155328354e-05,2
MN_gtm_NI_gtm_TI_gtm_id2,0.00013805415535740514,0.00029813080491020643,2
CR_gtm_CU_gtm_id2,0.00013121472577662014,0.00044890846462938627,2
H2O_gtm_CO_gtm_AG_gtm_id2,0.00012801042609113708,4.667218183295463e-05,2
CO_gtm_MO_gtm_CU_gtm_id2,0.00012139987505926745,9.429057563541158e-05,2
V40_gtm_AG_gtm_id2,0.00011917840678995483,0.00021451358101451438,2
ZN_gtm_V40_gtm_CU_gtm_id2,0.00011291790530356856,0.0003936919275723433,2
CO_gtm_ZN_gtm_AG_gtm_id2,9.704450476069604e-05,6.626336786552614e-05,2
ZN_gtm_V40_gtm_id2,9.229190900870155e-05,0.00040578577271378855,2
FE_gtm_V40_gtm_MO_gtm_id2,7.501831028395115e-05,0.0005461786848941845,2
H2O_gtm_V_gtm_FE_gtm_id2,7.384699065104232e-05,6.267651125214196e-05,2
TI_gtm_FE_gtm_V40_gtm_id2,6.225496531820917e-05,0.0002611923359258805,2
CR_MN_id,3.558388264190785e-05,0.0007345634066582879,2
CO_gtm_ZN_gtm_id2,3.1033238550740955e-05,5.342065738603762e-05,2
CR_gtm_V40_gtm_CU_gtm_id2,2.4651566067869965e-05,0.0008520360179785424,2
CR_gtm_V40_gtm_AG_gtm_id2,1.4782861574299162e-05,8.765109076957722e-05,2
V_gtm_CR_gtm_ZN_gtm_id2,4.281375210093049e-06,0.0012858852148198475,2
FE_AG_MN_id,0.0,0.0,2
FE_CR_V40_id,0.0,0.0,2
H2O_NI_CR_id,0.0,0.0,2
H2O_NI_CO_id,0.0,0.0,2
FE_CO_TI_id,0.0,0.0,2
H2O_NI_V_id,0.0,0.0,2
FE_MN_TI_id,0.0,0.0,2
FE_CR_AG_id,0.0,0.0,2
FE_MO_TI_id,0.0,0.0,2
FE_MO_MN_id,0.0,0.0,2
FE_AG_MO_id,0.0,0.0,2
FE_V40_TI_id,0.0,0.0,2
FE_CR_MO_id,0.0,0.0,2
CU_CR_V40_id,0.0,0.0,2
FE_CR_MN_id,0.0,0.0,2
FE_V40_MN_id,0.0,0.0,2
FE_V40_MO_id,0.0,0.0,2
FE_CR_TI_id,0.0,0.0,2
FE_AG_V40_id,0.0,0.0,2
FE_AG_TI_id,0.0,0.0,2
FE_CO_MN_id,0.0,0.0,2
CU_V40_MN_id,0.0,0.0,2
FE_CO_MO_id,0.0,0.0,2
FE_CO_V40_id,0.0,0.0,2
FE_NI_CO_id,0.0,0.0,2
FE_NI_V_id,0.0,0.0,2
FE_H2O_TI_id,0.0,0.0,2
FE_H2O_MO_id,0.0,0.0,2
FE_H2O_V40_id,0.0,0.0,2
FE_H2O_AG_id,0.0,0.0,2
CU_AG_TI_id,0.0,0.0,2
FE_H2O_CR_id,0.0,0.0,2
FE_H2O_CO_id,0.0,0.0,2
FE_H2O_V_id,0.0,0.0,2
FE_H2O_NI_id,0.0,0.0,2
CU_MN_TI_id,0.0,0.0,2
CU_MO_TI_id,0.0,0.0,2
CU_V40_TI_id,0.0,0.0,2
CU_V40_MO_id,0.0,0.0,2
FE_NI_CR_id,0.0,0.0,2
CU_AG_MN_id,0.0,0.0,2
FE_NI_AG_id,0.0,0.0,2
FE_V_V40_id,0.0,0.0,2
FE_CO_AG_id,0.0,0.0,2
FE_CO_CR_id,0.0,0.0,2
FE_V_TI_id,0.0,0.0,2
CU_CR_TI_id,0.0,0.0,2
FE_V_MN_id,0.0,0.0,2
FE_V_MO_id,0.0,0.0,2
FE_V_AG_id,0.0,0.0,2
FE_NI_MO_id,0.0,0.0,2
CU_AG_V40_id,0.0,0.0,2
FE_V_CR_id,0.0,0.0,2
FE_V_CO_id,0.0,0.0,2
CU_AG_MO_id,0.0,0.0,2
FE_NI_TI_id,0.0,0.0,2
FE_NI_MN_id,0.0,0.0,2
FE_NI_V40_id,0.0,0.0,2
H2O_CO_TI_id,0.0,0.0,2
H2O_NI_AG_id,0.0,0.0,2
V_CO_CR_id,0.0,0.0,2
V_AG_MO_id,0.0,0.0,2
V_AG_V40_id,0.0,0.0,2
V_CR_TI_id,0.0,0.0,2
V_CR_V40_id,0.0,0.0,2
V_CR_AG_id,0.0,0.0,2
V_CO_TI_id,0.0,0.0,2
V_CO_V40_id,0.0,0.0,2
V_CO_AG_id,0.0,0.0,2
NI_MN_TI_id,0.0,0.0,2
NI_CR_MN_id,0.0,0.0,2
NI_MO_TI_id,0.0,0.0,2
NI_MO_MN_id,0.0,0.0,2
NI_V40_TI_id,0.0,0.0,2
NI_V40_MN_id,0.0,0.0,2
NI_V40_MO_id,0.0,0.0,2
NI_AG_TI_id,0.0,0.0,2
NI_AG_MO_id,0.0,0.0,2
NI_AG_V40_id,0.0,0.0,2
V_AG_MN_id,0.0,0.0,2
V_AG_TI_id,0.0,0.0,2
V_V40_MO_id,0.0,0.0,2
V_V40_MN_id,0.0,0.0,2
CR_AG_MO_id,0.0,0.0,2
CR_AG_V40_id,0.0,0.0,2
CO_MN_TI_id,0.0,0.0,2
CO_MO_TI_id,0.0,0.0,2
CO_MO_MN_id,0.0,0.0,2
CO_V40_TI_id,0.0,0.0,2
CO_V40_MN_id,0.0,0.0,2
CO_V40_MO_id,0.0,0.0,2
CO_AG_MN_id,0.0,0.0,2
CO_AG_MO_id,0.0,0.0,2
CO_AG_V40_id,0.0,0.0,2
CO_CR_TI_id,0.0,0.0,2
CO_CR_MN_id,0.0,0.0,2
CO_CR_MO_id,0.0,0.0,2
CO_CR_V40_id,0.0,0.0,2
CO_CR_AG_id,0.0,0.0,2
V_V40_TI_id,0.0,0.0,2
NI_CR_TI_id,0.0,0.0,2
NI_CR_V40_id,0.0,0.0,2
H2O_NI_V40_id,0.0,0.0,2
H2O_CO_V40_id,0.0,0.0,2
H2O_AG_V40_id,0.0,0.0,2
H2O_CR_TI_id,0.0,0.0,2
H2O_CR_MN_id,0.0,0.0,2
H2O_CR_V40_id,0.0,0.0,2
H2O_CR_AG_id,0.0,0.0,2
CU_CO_TI_id,0.0,0.0,2
H2O_CO_MN_id,0.0,0.0,2
H2O_CO_MO_id,0.0,0.0,2
H2O_CO_CR_id,0.0,0.0,2
NI_CR_AG_id,0.0,0.0,2
H2O_V_TI_id,0.0,0.0,2
H2O_V_MO_id,0.0,0.0,2
H2O_V_V40_id,0.0,0.0,2
H2O_V_CR_id,0.0,0.0,2
H2O_V_CO_id,0.0,0.0,2
H2O_NI_TI_id,0.0,0.0,2
H2O_NI_MN_id,0.0,0.0,2
H2O_NI_MO_id,0.0,0.0,2
H2O_AG_MO_id,0.0,0.0,2
H2O_AG_MN_id,0.0,0.0,2
H2O_AG_TI_id,0.0,0.0,2
H2O_V40_MO_id,0.0,0.0,2
NI_CO_MN_id,0.0,0.0,2
NI_CO_MO_id,0.0,0.0,2
NI_CO_V40_id,0.0,0.0,2
NI_CO_AG_id,0.0,0.0,2
NI_CO_CR_id,0.0,0.0,2
NI_V_TI_id,0.0,0.0,2
NI_V_MN_id,0.0,0.0,2
NI_V_MO_id,0.0,0.0,2
NI_V_V40_id,0.0,0.0,2
NI_V_AG_id,0.0,0.0,2
NI_V_CR_id,0.0,0.0,2
NI_V_CO_id,0.0,0.0,2
H2O_MN_TI_id,0.0,0.0,2
H2O_MO_TI_id,0.0,0.0,2
H2O_MO_MN_id,0.0,0.0,2
H2O_V40_TI_id,0.0,0.0,2
H2O_V40_MN_id,0.0,0.0,2
CU_CR_AG_id,0.0,0.0,2
MO_gtm_AG_gtm_CU_gtm_id2,0.0,0.0,2
CU_CO_MN_id,0.0,0.0,2
V_MN_id,0.0,0.0,2
CR_AG_id,0.0,0.0,2
CO_TI_id,0.0,0.0,2
CO_MN_id,0.0,0.0,2
CO_MO_id,0.0,0.0,2
CO_V40_id,0.0,0.0,2
CO_AG_id,0.0,0.0,2
CO_CR_id,0.0,0.0,2
V_TI_id,0.0,0.0,2
V_V40_id,0.0,0.0,2
CR_TI_id,0.0,0.0,2
V_AG_id,0.0,0.0,2
V_CR_id,0.0,0.0,2
V_CO_id,0.0,0.0,2
NI_TI_id,0.0,0.0,2
NI_MN_id,0.0,0.0,2
NI_MO_id,0.0,0.0,2
NI_V40_id,0.0,0.0,2
NI_AG_id,0.0,0.0,2
CR_V40_id,0.0,0.0,2
AG_V40_id,0.0,0.0,2
NI_CO_id,0.0,0.0,2
ZN_CU_H2O_id,0.0,0.0,2
ZN_CU_MN_id,0.0,0.0,2
ZN_CU_MO_id,0.0,0.0,2
ZN_CU_V40_id,0.0,0.0,2
ZN_CU_AG_id,0.0,0.0,2
ZN_CU_CR_id,0.0,0.0,2
ZN_CU_CO_id,0.0,0.0,2
ZN_CU_V_id,0.0,0.0,2
ZN_CU_NI_id,0.0,0.0,2
ZN_CU_FE_id,0.0,0.0,2
AG_MO_id,0.0,0.0,2
MN_TI_id,0.0,0.0,2
MO_TI_id,0.0,0.0,2
MO_MN_id,0.0,0.0,2
V40_TI_id,0.0,0.0,2
V40_MN_id,0.0,0.0,2
V40_MO_id,0.0,0.0,2
AG_TI_id,0.0,0.0,2
AG_MN_id,0.0,0.0,2
NI_CR_id,0.0,0.0,2
NI_V_id,0.0,0.0,2
ZN_FE_H2O_id,0.0,0.0,2
ZN_MN_id,0.0,0.0,2
CU_AG_id,0.0,0.0,2
CU_CR_id,0.0,0.0,2
CU_CO_id,0.0,0.0,2
CU_V_id,0.0,0.0,2
CU_NI_id,0.0,0.0,2
CU_H2O_id,0.0,0.0,2
CU_FE_id,0.0,0.0,2
ZN_TI_id,0.0,0.0,2
ZN_MO_id,0.0,0.0,2
CU_MO_id,0.0,0.0,2
ZN_V40_id,0.0,0.0,2
ZN_AG_id,0.0,0.0,2
ZN_CR_id,0.0,0.0,2
ZN_CO_id,0.0,0.0,2
ZN_V_id,0.0,0.0,2
ZN_NI_id,0.0,0.0,2
ZN_H2O_id,0.0,0.0,2
ZN_FE_id,0.0,0.0,2
CU_V40_id,0.0,0.0,2
CU_MN_id,0.0,0.0,2
H2O_TI_id,0.0,0.0,2
FE_TI_id,0.0,0.0,2
H2O_MN_id,0.0,0.0,2
H2O_MO_id,0.0,0.0,2
H2O_V40_id,0.0,0.0,2
H2O_AG_id,0.0,0.0,2
H2O_CR_id,0.0,0.0,2
H2O_CO_id,0.0,0.0,2
H2O_V_id,0.0,0.0,2
H2O_NI_id,0.0,0.0,2
FE_MN_id,0.0,0.0,2
CU_TI_id,0.0,0.0,2
FE_MO_id,0.0,0.0,2
FE_V40_id,0.0,0.0,2
FE_AG_id,0.0,0.0,2
FE_CR_id,0.0,0.0,2
FE_CO_id,0.0,0.0,2
FE_V_id,0.0,0.0,2
FE_NI_id,0.0,0.0,2
FE_H2O_id,0.0,0.0,2
ZN_CU_TI_id,0.0,0.0,2
ZN_FE_NI_id,0.0,0.0,2
CU_CO_MO_id,0.0,0.0,2
CU_FE_V_id,0.0,0.0,2
CU_H2O_NI_id,0.0,0.0,2
CU_FE_TI_id,0.0,0.0,2
CU_FE_MN_id,0.0,0.0,2
CU_FE_MO_id,0.0,0.0,2
CU_FE_V40_id,0.0,0.0,2
CU_FE_AG_id,0.0,0.0,2
CU_FE_CR_id,0.0,0.0,2
CU_FE_CO_id,0.0,0.0,2
CU_FE_NI_id,0.0,0.0,2
CU_H2O_CO_id,0.0,0.0,2
CU_FE_H2O_id,0.0,0.0,2
ZN_MN_TI_id,0.0,0.0,2
